# Site: https://kubernetes.recipes/
# Run Date: 2026-06-06T00:44:19.573Z
# Pages Crawled: 606
# Total Issues: 1915

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nodeport-raw-vs-https-ingress,og:url (https://kubernetes.recipes/recipes/networking/nodeport-raw-vs-https-ingress/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nodeport-raw-vs-https-ingress),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nvidia-nic-driver-container-entrypoint,og:url (https://kubernetes.recipes/recipes/networking/nvidia-nic-driver-container-entrypoint/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nvidia-nic-driver-container-entrypoint),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/openclaw-ingress-tls-kubernetes,og:url (https://kubernetes.recipes/recipes/networking/openclaw-ingress-tls-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/openclaw-ingress-tls-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/openshift-sriov-vf-creation,og:url (https://kubernetes.recipes/recipes/networking/openshift-sriov-vf-creation/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/openshift-sriov-vf-creation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/pod-hostnetwork-port-mapping,og:url (https://kubernetes.recipes/recipes/networking/pod-hostnetwork-port-mapping/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/pod-hostnetwork-port-mapping),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/rate-limiting-kubernetes,og:url (https://kubernetes.recipes/recipes/networking/rate-limiting-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/rate-limiting-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/service-loadbalancer-nodeport,og:url (https://kubernetes.recipes/recipes/networking/service-loadbalancer-nodeport/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/service-loadbalancer-nodeport),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/sriov-mixed-nic-gpu-nodes,og:url (https://kubernetes.recipes/recipes/networking/sriov-mixed-nic-gpu-nodes/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/sriov-mixed-nic-gpu-nodes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/sriov-nicclusterpolicy-vfs,og:url (https://kubernetes.recipes/recipes/networking/sriov-nicclusterpolicy-vfs/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/sriov-nicclusterpolicy-vfs),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/sriov-vf-ai-workloads,og:url (https://kubernetes.recipes/recipes/networking/sriov-vf-ai-workloads/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/sriov-vf-ai-workloads),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/switch-gpudirect-rdma-dma-buf,og:url (https://kubernetes.recipes/recipes/networking/switch-gpudirect-rdma-dma-buf/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/switch-gpudirect-rdma-dma-buf),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/validate-gpudirect-rdma-performance,og:url (https://kubernetes.recipes/recipes/networking/validate-gpudirect-rdma-performance/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/validate-gpudirect-rdma-performance),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/verify-ovn-underlay-interface,og:url (https://kubernetes.recipes/recipes/networking/verify-ovn-underlay-interface/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/verify-ovn-underlay-interface),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability,og:url (https://kubernetes.recipes/recipes/observability/) doesn't match canonical (https://kubernetes.recipes/recipes/observability),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/alertmanager-configuration,og:url (https://kubernetes.recipes/recipes/observability/alertmanager-configuration/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/alertmanager-configuration),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/alertmanager-setup,og:url (https://kubernetes.recipes/recipes/observability/alertmanager-setup/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/alertmanager-setup),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_X_TWITTER_CARD_MISSING,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/container-logging,Page is missing Twitter Card tags,unchanged,"Add Twitter Card tags: twitter:card, twitter:title, twitter:description, twitter:image.",content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/container-logging-patterns,og:url (https://kubernetes.recipes/recipes/observability/container-logging-patterns/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/container-logging-patterns),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/distributed-tracing-jaeger,og:url (https://kubernetes.recipes/recipes/observability/distributed-tracing-jaeger/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/distributed-tracing-jaeger),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/gpu-tenant-monitoring-chargeback,og:url (https://kubernetes.recipes/recipes/observability/gpu-tenant-monitoring-chargeback/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/gpu-tenant-monitoring-chargeback),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/gpu-tenant-slo-observability,og:url (https://kubernetes.recipes/recipes/observability/gpu-tenant-slo-observability/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/gpu-tenant-slo-observability),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/grafana-kubernetes-dashboards,og:url (https://kubernetes.recipes/recipes/observability/grafana-kubernetes-dashboards/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/grafana-kubernetes-dashboards),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/jaeger-distributed-tracing,og:url (https://kubernetes.recipes/recipes/observability/jaeger-distributed-tracing/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/jaeger-distributed-tracing),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/kubernetes-alerting-best-practices,og:url (https://kubernetes.recipes/recipes/observability/kubernetes-alerting-best-practices/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/kubernetes-alerting-best-practices),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/kubernetes-cost-monitoring-kubecost,og:url (https://kubernetes.recipes/recipes/observability/kubernetes-cost-monitoring-kubecost/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/kubernetes-cost-monitoring-kubecost),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/kubernetes-events-monitoring,og:url (https://kubernetes.recipes/recipes/observability/kubernetes-events-monitoring/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/kubernetes-events-monitoring),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/kubernetes-logging-elk-stack,og:url (https://kubernetes.recipes/recipes/observability/kubernetes-logging-elk-stack/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/kubernetes-logging-elk-stack),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/kubernetes-monitoring-guide,og:url (https://kubernetes.recipes/recipes/observability/kubernetes-monitoring-guide/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/kubernetes-monitoring-guide),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/kubernetes-opentelemetry-guide,og:url (https://kubernetes.recipes/recipes/observability/kubernetes-opentelemetry-guide/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/kubernetes-opentelemetry-guide),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/kubernetes-service-mesh-comparison,og:url (https://kubernetes.recipes/recipes/observability/kubernetes-service-mesh-comparison/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/kubernetes-service-mesh-comparison),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/logging-efk-stack,og:url (https://kubernetes.recipes/recipes/observability/logging-efk-stack/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/logging-efk-stack),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/monitor-nccl-performance-prometheus,og:url (https://kubernetes.recipes/recipes/observability/monitor-nccl-performance-prometheus/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/monitor-nccl-performance-prometheus),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/node-problem-detector,og:url (https://kubernetes.recipes/recipes/observability/node-problem-detector/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/node-problem-detector),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/openclaw-liveness-readiness-probes,og:url (https://kubernetes.recipes/recipes/observability/openclaw-liveness-readiness-probes/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/openclaw-liveness-readiness-probes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/openclaw-logging-efk,og:url (https://kubernetes.recipes/recipes/observability/openclaw-logging-efk/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/openclaw-logging-efk),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/openclaw-monitoring-prometheus,og:url (https://kubernetes.recipes/recipes/observability/openclaw-monitoring-prometheus/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/openclaw-monitoring-prometheus),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/openshift-user-workload-monitoring,og:url (https://kubernetes.recipes/recipes/observability/openshift-user-workload-monitoring/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/openshift-user-workload-monitoring),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/opentelemetry-collector,og:url (https://kubernetes.recipes/recipes/observability/opentelemetry-collector/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/opentelemetry-collector),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/opentelemetry-kubernetes-observability,og:url (https://kubernetes.recipes/recipes/observability/opentelemetry-kubernetes-observability/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/opentelemetry-kubernetes-observability),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/prometheus-metrics-setup,og:url (https://kubernetes.recipes/recipes/observability/prometheus-metrics-setup/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/prometheus-metrics-setup),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_TAGS_MISSING,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/prometheus-monitoring,Page is missing Open Graph tags,unchanged,"Add Open Graph tags: og:title, og:description, og:image, og:url, og:type.",content
SOCIAL_TAGS_X_TWITTER_CARD_MISSING,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/prometheus-monitoring,Page is missing Twitter Card tags,unchanged,"Add Twitter Card tags: twitter:card, twitter:title, twitter:description, twitter:image.",content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/observability/prometheus-monitoring-setup,og:url (https://kubernetes.recipes/recipes/observability/prometheus-monitoring-setup/) doesn't match canonical (https://kubernetes.recipes/recipes/observability/prometheus-monitoring-setup),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/security,og:url (https://kubernetes.recipes/recipes/security/) doesn't match canonical (https://kubernetes.recipes/recipes/security),unchanged,Ensure og:url and the canonical URL point to the same page.,content
